review_text,F,BR,AU,FI,IR,A,L,LF,MN,O,PE,SC,SE,US,PO
I love that if I need an idea for a craft or have a stain on my carpet I can find ideas or solution for just about everything.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I learn how to do so many things from Pinterest. Learned how to cut my own hair.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don  t know why some people put one star but they made a mistake! How could you not love it ?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Up until like a week ago I  ve never had a problem with it before, so I don  t understand what  s going on now. They need to get this fixed and fast!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"\nMy only qualm is not being able to easily save pictures. That  s a minor issue, though.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I love Pinterest &amp; the apps are more user friendly than the website, BUT there needs to be a way to mark where you stopped browsing on your home feed.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
App never crashes anymore.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It  s helping me to plan a bunch of different things I want to accomplish in the future and I am so excited for that!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"There are quite a few pins that you click on and it will only pull up a picture or take you to a completely different page, but other than that, when you find those pages that take you right where you need to be, there  s a world of wonders out there!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Like any other App it might have its moments, but all in all it  s fantastic!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So glad they made this into an app!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Why did you change Pinterest with the last update? Why do you change things that were not broken?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have made many recipes and DIY projects.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It has given me ideas in on how to renovate my kitchen, teach algebra to my kids, build a mud room, etc.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Great site,  need to improve stability.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
There is anything and everything that you could ever want or think of on this one site!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love that you can pin without having to click through a million different things.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No crashes.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now that the app is better I need an app for more time in the day.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I almost never have any issues with it except sometimes the notifications won  t refresh or sometimes the notifications take days to show up,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"I think it  s cool you can swipe through apps, but I did like the feature when you could swipe back to the previous page ( which you can  t do anymore).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Great ideas, like minded people, but the organization for my brain is the best!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There have been times when the pins take a long time to load but overall it  s a great app and I recommend it to anyone.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ever since the iOS 7 update, the app crashes whenever I try to look at my notifications.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Best app/site ever lots of information and you can find everything you need!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I  ve never had any problems, always works well.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love it and the new easier way to pin by just holding down the item!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
And what happened to being able to pin a photo to my fb wall?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I love the app but it crashes only 5 minuets into searching and looking on it.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"It  s easy, works well, and is a million times more organized than I know how to be.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I  m on it all the time, and love how you can organize your boards.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I never have problems with crashing.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love Pinterest but the app crashes from time to time.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"It  s easy to use, and you can find anything you need with just a little searching and effort.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love Pinterest but will just crash when I try too look at pin notices.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The only problem is I spend too much time on it!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Only problems I have are there  s no multiple upload option.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Would be nice to easily move pins if pinned mistakingly to wrong bored.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old way was fine.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Still could use a few minor tweaks but overall very good!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please restore it back the way it was.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Brynnmlj ,  Every time I open my feed, it crashes same with my profile! They need to make some fixes.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Why can you drag and drop whole boards but not the pins within a board?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Recently many updates including the ability to swipe to pin as well as sending pins to another user have added such great quality to the app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
:p\n\nI highly recommend this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Notifications are broken and can  t access sent pins.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I may be slightly addicted to it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I don  t like how you have to comment on them now, how i have to scroll through all my boards to get to one and I really hate how you cant have more than one board open at a time with the x  s in the corner. The bottom just doesnt work for me.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"This is my favorite app in the world but all of a sudden it starting to crash again and it is really annoying, PLEASE FIX THIS!!!!!!!!!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great way to pass the time when u need good ideas ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Once you start you can  t stop!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love looking at the crisp beautiful images &amp; great ideas that are easy to categorize.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The only thing I hate is the bug that shut it  s down, usually when I inadvertently have too many windows open.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I  m addicted, everyone should have a Pinterest!!!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"So far so good, haven  t had any problems with it.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sure would be nice if the app didn  t crash so often while I  m pinning or just freezes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
More updates need to be included with this app in order to keep it moving.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Which one gets you to the list of categories: the home, magnifying glass, plus sign, or person?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"If you   like   a pin, you should not be listed as following them.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fantastic ideas and the recipes are awesome.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now it will not load new pins from people I follow and if I click to view people I follow then it crashes and closes the app.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Love this app but it crashes too much!!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A pretty good representation of the website but took a while to figure out how to save a photo to the camera roll. The app still crashes a lot and will often lose the page I was on if I switch to another app for a moment  which is really annoying.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Not a fan of the new layout, and the app still crashes, even on the most recent iOS platform.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Whenever I need an idea for anything, I can find a ton here!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I receive a lot of pins and its frustrating that the pins show up small I think it would be cool if it comes up like the pins do when we are pinning.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Having the pins on the left needs to be moved back to the middle.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I do wish, with all the new updates, they made a slide show option because sometimes I just want to flip through my pins(instead of having to click on each one, one at a time).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I RECOMMEND it to every wedding planner, fashionista, technology mogul, DIY fanatic, food craver, comedic lover, and many more.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Highly recommend it ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Don  t try to fix something that doesn  t need fixing? Reverse, please!!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don  t even need any other apps. How did I ever live without Pinterest?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Only thing I wish it would do would allow me to print from my iPad easily.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The only complaint I have is that it crashes at random times.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Though It crashes after a couples minutes on my ipod ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I just miss the you could save the photos in your iPhone but other than that I  m in love with this app!!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gives me lots of ideas from tatoos to home decor to building or just make my life easier &amp; more fun!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I use it all the time and I love how it rarely crashes ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Very well put together but after using for a little bit on my iPhone, the app crashes.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
When using it on my iPad it crashes and my iPad just shuts off then restarts it  s self.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"You don  t have to search and search the stuff that interests on the web, its all here, you can also add information you others to see.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I also liked that choosing the board did not close my new pin, not allowing me to make any additional changes to the wording if the pin.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"\nOne more thing, a lot of other people and I really liked the alphabet scroll bar for the boards, so it would be nice if you could bring that back with your next bug fix.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
My only complaint would be occasional crashes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please fix the bugs!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I LOVE the update, but I can  t enjoy it because it still crashes A LOT!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This app crashes at least twice a day and now is not fully loading the activity my pins are getting.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
I wish I could have the last version back.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I don  t like the pull up menu, please fix!!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Please fix it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please fix ur problem!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please fix it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please fix this!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"What happened to my notifications? They are only showing the brand new ones, problem is sometimes I don  t get through them all and then I come back...now they are gone!",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Please please fix this!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
What happened to the related pins that you got at the bottom of a pin?,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I hate that you can no longer see all the other items people pinned when you click on a specific pin. That was what made this so much fun...the unlimited exploring.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Please fix it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"All my past notifications are gone (I liked being able to look through the past ones) and I can  t access related pins, which was really helpful in narrowing down my search results. Please fix bigs. \nThat  s how I found most of pins and now it  s gone?!!!!!",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Please fix this.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thank you for putting the time bar back and it has been crashing for me less thus far.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There are so many times that I  m on Pinterest when I definitely need to be doing other things.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can barely go on there for a minute with out it crashing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
If you have numerous boards you now have to click to make the keyboard go away if you change the caption or you can  t scroll to the bottom of your board list because the keyboard blocks it.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Why do you now have to reach across the screen to obtain your list of boards?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Why can you no longer see the number of followers you have on each board?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Why does your total number of boards no longer show on your main page?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
If was not broken it should not have been fixed.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please fix it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cant stop pinning!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I hate the new layout, the menu bar at the bottom, the way I cant just tap outside of a box to close it, how the close x has switched sides with the 'pin it' button.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
\nThe one positive: it hasn  t crashed on me since the update.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I use Pinterest a lot, and version 3.3 still has the same issue as the last couple of updates.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crashes constantly and will occasionally crash my iPad 3.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It needs to be fixed not have useless things added on like a map option.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"What was the point of this last update, to make the app as difficult as possible to use?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I dont like that you can  t choose board cover with new update.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It provides an access to ideas for just about any and everything!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Great app, would be nice if you could change tags on mobile version.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"can  t figure out how to change a board cover after the update ,",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I doubt they even posted them.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Obviously Pinterest is having spam issues. Please clear them up.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Every since I updated to iOS7, this app crashes my whole iPad.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Please fix because I dont like using Pinterest on a browser.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Please fix this.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
How do you change the board cover?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"However, you guys forgot to add the follow count for individual boards.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"It crashes about five times a day, when it IS working it is awesome.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"\n\nAlso, why did you remove the number of pins we have per board?",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Please pay attention the the negative feedback.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So what happened to the option of saving photos from Pinterest directly to the camera roll on iPads?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Totally counterintuitive and just makes things really difficult.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"It is not user friendly to navigate, and there is an issue where I cant pin something because the pin button is out of reach.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Now I cant email pins and upgrade is sluggish.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Please put it back!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
And please add tags bc the search feature becomes useless when my description just says cute or adorable and I have to search my entire board to find something.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"About half of attempted re pins fail, the hide &amp; seek bottom dock is a real pain to use, and it much, much harder to navigate in general than the older version.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Please bring back the last version or let us down grade from this atrocious unusable fail.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
They just need to update the layout I fill like everything is hidden I want a better task bar.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
This version has crashed many more times than previous ones.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
boards/subjects should have some type of restrictions or distinguishing key phrases.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"No more crashes, and I  m happy once again.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
App is crashing when trying to send a direct message via email.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The look is bland, and apparently Pinterest has forgotten tons of their pinners are DIY and crafting nuts.as you can probably can tell, I may have a slight problem with Pinterest. Just PLEASE fix it, then I will love you so.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Please fix this.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love the app but when I open the notifications it crashes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please know I adore this app . Just please fix this bug.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"But is there a way for used to filter out certain topics, like tattoos and wedding dresses?",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"So, the app is totally worthless to me when I am doing everything right and it  s not working.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I updated my iPhone app and now when I open the app all the pages are blank.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"BSRA1028 ,  I love this app but ever since I updated it it does not work. Please fix this   very annoying and limits my use of the site.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
I updated the app and now no pins will show in the news feed or in the categories. Please fix it!,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
I  m quite annoyed and would really like them to fix this situation. Please fix this because otherwise I LOVE this app but it is useless to me if I cant view ANYTHING!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please restore a way to open pin links in external browser or let us save photos.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I just wish that you could have more secret boards.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Any app that crashes is terrible. Pinterest crashes  your iPad to the boot screen. I can  t think of one instance of another app doing this.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
If I had to say there was a problem it would be that this app is too addicting!!!!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This needs to be fixed.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The addition of secret boards was a great idea!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
If only every pin had a direct link to how to buy it or the items inside.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where are the categories?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I use this for home and work just to get new ideas.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love this app but I would also love if they added a way you can see pins people sent you &amp; pins you sent to other people!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I love seeing what others ideas are.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The app crashes my iPad since iOS 7 update. What happened?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please bring that back.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please bring back the save to camera roll.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prior to newest update: Love app, only problem is sometimes when I want to pin, it won  t let me click pin.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It has everything I need!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BUT...every time I go to a website from a pin then come back, it crashes!!!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Can  t email cause it crashes every time. Please repost the old one so we can downgrade.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Except how do I change my board cover pin?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So glad they added a business profile!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I just love all the personalizing you can do.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I can  t find any help on the devloper  s pages or online, so what am i to do?",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Please bring back the old.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Please change it back, I hate everything about it!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Still crashes since updated my iPad 3 with IOS 7.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
If you are on Pinterest...you need this.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Seriously, I can  t find them now....epic fail.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I am unable to post a comment...the message I get is: 'You have exceeded your rate.' We think you were trying to post content that might be spam.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love this app but now I can  t open the pages and I can only see the pins but when I click on them I can  t go to the websites.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I just wish it would allow your to scroll through the home page with one column rather than 2 on the iPhone.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
You can pretty much anything you want to know or design in here.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
\nI need more hours in a day.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Never had issues with the app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Now it crashes randomly, and often.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My daughter has created a bunch of items from this app!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have had no problems with it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"There are so many great ideas, yummy recipes, and hillarious ecards.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It  s okay, sometimes it can be buggy but since my last update I haven  t had a problem!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Only issue I have is that is will refuse to let me pin once in awhile and that gets frustrating, but otherwise I love it!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"I do not like how some pins lead you to a dead site, those should be removed.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I love Pintrest so much it gives me so many craft ideas or just keeps me busy when I  m bored!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don  t have any problems and you can find about anything you  re looking for ?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Makes it difficult to find things, since I have to try and remember WHEN I created the board, to make it easier to find.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Please fix it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I ve also had issues with some pins not being clickable.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I love the app but it crashes every  minute and never saves the thing I was about to pin!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I can  t stop ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The iPad version has several problems, including stacking open windows in the background",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
not alphabetizing new categories on your page,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
frequent unexpected program crashes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What ever I need some inspiration for I can surely find it here!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"but since upgrading to iOS 7, the app frequently crashes.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please fix the stability!!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Please fix this ASAP!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
That creates a problem for me because it is my ADDICTION !!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The latest revision of the app has had some stability problems.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"But, the new update keeps crashing the app every time I try to open a pin.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please fix it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love being able to use Pinterest thru the app but it seems to be having problems.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only issue I have is that some of the pins have no link...you click the picture and that  s all you get is the photo.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Amazing ideas and the imagination is endless.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Also, how in the world do you communicate with someone or send them a pin?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
It is my go to app when I need an idea.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Excellent app, though it occasionally crashes when browsing through it.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Push notifications are not working on my iphone although it  s set up properly and when you open a sent pin while in email on the iPad, it forces Safari to open, it does not open it in the App.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It has everything you need!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
If anyone knows how to do this please post.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Only problem for me is once I start I can  t get off.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Every time I get on, it crashes and causes my iPad to restart.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It is amazing how much fun you can have with it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Everything I ever need is right here on this app, I get soo many inspiring ideas from any category.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It appears all bugs have been fixed, but are not.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Why is it so hard to fund menu items?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"s Next Partner :) ,  ...except the fact that whenever I  m in the middle of reading an extra long pin, it crashes! Sometimes, if I  ve just been on it for a while it crashes.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"As much as I like to lose myself in Pinterest, I like to have some sense of time while browsing around in this app.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"All your ideas, needs and wants!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I am one of the many who is not able to use this app.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Love Pinterest but there has been a lot if crashing since the last update.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"It would be nice if one could rearrange boards on page to have categories that are similar be next to each other, or just to be able to arrange the boards on page to ones liking. Also I have been having problems with constant crashing and pins that lead to nowhere.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Please fix this!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Get ready to find all the things you didn  t even know you wanted to do/ have!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love Pinterest but I can  t open it anymore without it crashing.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"However one frustrating development is when I  m deeper into links (say I follow a pin to its site, click on another link and want to pin from there) the app consistently crashes.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It would be cool to see some type of messaging system integrated where you could suggest a pin to a friend or be alerted if one of your friends commented on something you pinned.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It  s easy and doesn  t crash often ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please fix this.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please fix this!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Just love it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Amylovescats ,  Don  t download this app if u want to have a life outside of Pinterest.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Everything you need will be here.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I highly recommend this app!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The only issue is that every once in a while, it kicks me out of the app.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What did we do before Pinterest!?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"s Team ,  If you have not tried it you are totally missing out.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love Pinterest BUT app crashes quite often :/ ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I did some research and it turns out many ppl have this problem and it  s a Pinterest app specific problem. Please release an update to fix this. No complaints whatsoever except that the app crashes from time to time on my ipad air.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ever since the last update it crashes constantly and makes it very frustrating to use!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ever since the latest update my iPad app crashes several times a session when clicking on specific pins.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Highly recommend this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
