review_text,F,BR,AU,FI,IR,A,L,LF,MN,O,PE,SC,SE,US,PO
This AI is coded better and answering my questions great 👍 eg: 1. Giving coding to create a website 2. if I ask what is the 1st vid posted on yt it is giving url link🔗 --------------sounds good right-------------- GREAT JOB OPEN AI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"No matter how we may predict a future with the AI around, be it dark and evil as some may picture it, or prosper and better for humans, it really won't make an impact on the usefulness of services like this and features they provide for making our lives more wholesome and learn shoulder to shoulder with our own creation which happens to be helping us down the road of increasing our knowledge.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
All the way its great but at some point it makes some mistakes...that affects the whole meaning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chat GPT is great AI it helps for everything and the Android app is very good.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
First install✅❤️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The app's versatility is commendable. It excels in providing explanations, solving problems, and generating creative content. From academic queries to creative writing prompts, ChatGPT offers valuable insights and sparks creativity, making it a valuable asset in various scenarios.Overall, the ChatGPT application is a game-changer. Its impressive language abilities, user-friendly interface, and adaptability make it an invaluable tool.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very Helpful app for study ☺️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very very very very very very very very good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good for students,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Amazing. More concise, informative, and helpful than using ad-cluttered Google search for information.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's a Fantastic . Work like a Robot ..... ChatGPT Devloped deserve a lot praise to develop this kind of app Like Futuristic!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amazing App,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
🥳🥳🥳🥳🥳🥳🥳🥳🥳,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laggy...,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very Helpful..,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very very good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
System.......,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Database Is Two Years Out of Date The AI engine will tell you that it's info is only as current as 2021 (Sept or Nov I think), so if you especially need the most current data on a topic (like when will movie ""XYZ"" be released), you probably won't get it. But it still does pretty well on most of the stuff I've asked about. Minus 1 star for being two years out of date.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's simply helpful.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app has the ability to resolve your day to day & work problems within fraction of minutes. Interface is fast & easy as well. Will recommend to everyone...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Superb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Helpful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
best,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Don deal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This app is unique and powerful, it's capable of solving problem answering questions perfectly. Also can do a lot of things that you can't even imagine.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Not signing in,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cant still login, say make sure you device has the latest play store even when it is Up-to-date",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Waiting for Android App...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good luck 🍉,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Easy to use and I can finally do everything from my phone.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Awesome in getting answers for the requested questions and I hope more updates are done even for the users on free usage.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
thank you for being instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
its sooooo good i love it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is superb but sometimes gets unclear about the statement.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A best app for all information through the worldwide,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dictating things is great, even in a mix of languages",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Requires non sense info like me phone number. I dont have a phone a refuse NOT to use anything but VoIP so... you can keep this unusual niche app, don't wanna try it anyways. Only read news article an wanted to join pentest bandwagon on your platform.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Number 1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I would normally give the app a 5 it was working great and provided great information . Howver for the last month it's not been working at all, uninstalled , cleared cache , anytime I try to ask it something it says error has occurred. Get it fixed and I'll give it another 5 star review because prior to that it was amazing",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Best app ever,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
What a app my best app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
impressive tech AI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I always wanted Chatgpt in from of software or apps, now that I got it, I'm in sucha relief, It works like how it supposed to be, thanks team dev",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"At last, a free version! 🥳🤸",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Day 3 of using the app. The app is crashing every time I try to use the voice typing function whether it's the built-in one ‏all the one i use in my keyboard. Actually, now it won't even open and it just crashes after few seconds.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Just great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
muy bueno,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
perfection personified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wow. Just wow. Did you deliberately make the ai stupid? Around two updates prior to this all my questions are answered nicely which mostly about coding. Now, with the same prompt the AI give error answers. I know sometime the AI missed too or made mistakes, but now it make mistakes in first prompt and give me some nonsense code.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This is really an amazing app and it helps me to improve my written work in many ways,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
king amongst Ai's,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
😍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Best for study purpose ,,,💯💯💯",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i could not expect it will realise on mobile version,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"bro, the funny robot satiates my constant need for attention",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fails to provide real-time information.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No more update after 2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Helpful App,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wonderful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Unhappy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Excellent app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
same like the original,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Code that is generated is a white square and I cannot see anything.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
this is a great tool,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
اجمل شيء,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"very good to speed up homework, personally I use it as a template for my actual answers",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Chat GPT is very good application. He answers every question quickly, whatever you do, he also answers quickly. Whatever it was, he would have answered it. It's a lot of fun to use and I hope everyone will enjoy using it he will help us in everything from study to business.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Geting worse and worse every day for gate keeping I do law bible and science and health study history and constantly see that it has a agenda to maintain basic mainstream politically correctness it sucks when I first got on it was at least decent and accepting of new and correct information that I provided and apologize and was fine now it will agree and then continue is false information like it blocks anyyhing its traind to see as controversial nwo ai at its best,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
very good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Awesome!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The app keep crashing, and giving error whenever I try to sign up or log in",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Awesome app 👍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Useful in Daily Work!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
super,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very helpful for students 😺,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
its awesome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thinkyou Elon Musk and CHAT GPT devlopment people ♥️FROM INDIA WELCOME TO TESLA TO OUR COUNTRY WHEN YOU LUNCH MODEL PIE CELL PHONE I BROUGHT THIS FIRST ♥️ TO CHATGPT 🇮🇳♥️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The future of world is now available in App,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The best ai app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My experience is very good is very good app it give answer 2minutes and best this app gives every information,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A-MAZE-ING APP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wawooo super chatgpt i love it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very Great 😃👍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yes this is really helpful. It has surprised me from my first experience only. But I don't feel great as it can't show images. Please check it,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
l like your audio response search. and deliver answers to writing styles. and many more.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I am Very Proud That I am the First Person To Review This App And Its Fantastic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
good aap,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Chers développeurs de l'application,Je suis un utilisateur fidèle de votre application et je l'apprécie énormément pour ses fonctionnalités et sa convivialité. Cependant, j'aimerais vous suggérer d'ajouter une fonctionnalité de sauvegarde. Cette fonctionnalité serait très utile pour les utilisateurs comme moi qui souhaitent préserver leurs données et leurs paramètres.En permettant aux utilisateurs de sauvegarder leurs données. Je vous remercie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great way to interact with ai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's all good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love it and it entertaining.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Surreal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Need to generate or display image directly.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Amazing app! Intuitive, intelligent and easy to use. Use it to write & rephrase/revise emails and messages.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
my assistant,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good Application and really helpful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I LOVE the AI, but the app doesn't work. It won't even let me try to log in. It just gives me some long-distance number to call. Uninstalling / reinstalling, restarting the phone, updating the phone... doesn't work.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nice AI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10/10 thanks, i'm no longer lonely now🙏🏿",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Finally, an Android version has appeared",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Its all good but it is updated till September 2021 so kindly update it at least till 2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ever since have been using chatGPT, geting my job done has been extremely easy.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Though it's not that perfect but it's very usable and so useful but why is the knowledge only limited to 3-4 years ago?,it doesn't know new things,can you improve on it to know latest things, apart from that it's a 💯 for me 👌,if they improve it ,I promise I'll come back to change this to 5 stars 🌚",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
What is a fhone number verevication,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vey good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
love love love it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app is good for fun and information,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
its just so revolutionary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amazing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"very straight forward, informative and easy to use. I appreciate being able to elaborate on responses generated by ChatGPT without loosing the over all context of the conversation.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Awesome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Best,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
just wow 😍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Superb! Open AI is going higher and higher. The ChatGPT is helping me in my studies and I am now becoming an educated person. Keep it up.😊,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Seems the issues I was facing earlier got fixed right away. UI is clean and seems freshened up for mobile. Great to see. But it still feels pretty barebones. Hope new UI elements get added soon. Because as of now. It just looks like a striped down google search box.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
this application is very good I like this application it is most useful for assignment and much more homework and other works😊😊😊😊,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I absolutely love the ChatGPT app! It's incredibly helpful and intuitive to use. The AI's responses are impressively accurate, and it's been a great companion for various tasks, from answering questions to generating creative ideas. I highly recommend this app to anyone seeking a powerful and versatile language model on-the-go!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this app is awesome and reliable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very much fast,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The app is good but need a scanner for the searching,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
It's not retaining any history. Pixel 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fabulous voice to text!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
THAT YOU HAVE TO BE THERE IN YOU DOING TODAY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wonder Full,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very nice and helpful AI .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
make it more friendly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can surely state that this is the best AI bot. Simple to use with real-time interaction experience. This bot has everything it needs to be a better assistant than Google. Really Love it ❤️❤️ !!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wow that is very very useful for the study and project work thnks open ai team am also very happy to see this is free ..wow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The ChatGPT Android app is an exceptional conversational companion. With a user-friendly interface, lightning-fast responses, context understanding, and strong privacy measures, it stands out in the world of AI chat apps. Highly recommended for its versatility and continuous improvement.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
First Review and I was waiting for this app for couple of months! Finally got it 😃 Love from Bangladesh 🫶🏽 🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It makes my work easy... Great app...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Its very useful apps,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My experience is really great using chatgpt . It's a real life saver. The ai has provided me with accurate answers making my research easier to do. To It's developers continue the Great work!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I definitely recommend thid to your kids 😊,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"When you open the app and try to type, it becomes unresponsive or freezes. This issue occurs when you tap the keyboard to enter text.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacks a search bar widget for home screen. It's a very basic version. Keep improving it! (3 Stars),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ily🥰,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is veriuseful for students it help to complete home work,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Exceptional search tool,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Quite helpful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It humiliates Hindu gods which is intolerable And it only respects other religions aspects and believes but disrespect Hindu gods and Hindus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very very awesome app AI is such a create wonderful applications very thankful to his creator god bless you and carry on ❤️,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"There Is A Glitch When U Change The Orientation Of The Device From Portrait To Landscape,Making The Screen Blank Until You Tap On It Once.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
interesting.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Why chat GPT isn't download in my phone,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Good app but a bit inaccurate plus incredibly restrictive with it's limit message. INCREDIBLY ANNOYING AND TOO RESTRICTIVE. Never mind 2 stars, you will be getting one since it keep showing limit messaging a decline in performance",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Finally now waiting for gpt 4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very nice 👌 😇,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A big 👍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Errrrr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bangama iruku,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
awesome 👍🏻 😎,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"not bad at all, it's quite responsive, and it's got a lovely UI, I'll wait until I try the GPT-4 so I can drop a more indept review",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Has the best speech to text (mounds better than Google's),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cannot login with any other browser rather thab chrome, fix it",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wonderful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mja aa gya kasam se bat karke,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Giving 5 stars is not enough for this AI . One of the best technology development.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""ChatGPT has been an incredible tool for improving my productivity and sparking creativity. Its ability to generate coherent and helpful responses across various topics is truly impressive. It's like having a knowledgeable companion to bounce ideas off and gain insights from. Highly recommend!""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wonderful app, thank you so much. It's very handy, and voice-input is beautiful❤️",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Impressive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very helpful and kind. I like it!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is the best ai ever brought to mankind!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Best ai I have ever seen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Awesome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"To calculate the gain or loss percent when the cost price (CP) of 8 articles is equal to the selling price (SP) of 10 articles, we need to compare the cost price of 8 articles to the selling price of 8 articles. Let's assume the cost price of 1 article is ""C"" and the selling price of 1 article is ""S."" Given that CP of 8 articles = SP of 10 articles, we have: 8C = 10S We want to find the gain percent or loss percent, which is given by: Gain percent = ((Selling Price - Cost Price) / Cost Price)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a very intellect ai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
👍👍,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I'm one of the first yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nice and helpful,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Works better than the website, nice UI. Not a plus user so a I can't comment on how well it work for plugins/gpt4. Also, the voice to text is very, very good.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"please add automatic scroll for answer and if you want go to a chat , starting fist answer and doing down , I am waiting go to last answer. and add please more theme for dark , my eyes will be broken.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i like it 👌🏻,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Apparently good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
simply the best,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Best app ever,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it is more effective than Google I can generate informations from this application exactly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it is a very good application with great responses,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love the desktop version so when the app finally came out I was excited to use my one long used chat because it doesn't load on the computer anymore. I was only able to use the app for the first day and now it doesn't open anymore.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
amazing.......!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amazing applications to my everyday life. Honestly I'm impressed with how far AI has gone.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
its good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
masterpiece,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Give adjact information,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Really appreciate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fantastic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is very useful application but it may be destroy our humanity,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
💯 good for students,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nyc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
😁,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Every good app and I have used it to clarify doubts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
it's to good for general information,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"One of the first 15 people to review this in Playstore. AI is the future and Undoubtedly Chatgpt is the best. 25 July , 2023 21:14 BD times",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It's impossible to even log in using Google account. Only ""something were wrong"" is displayed without possibility to send an error to developers or receive troubleshooting steps. After pressing an Open link a web site with useless instruction about phone permission of Google play services is displayed, but I have this permission for the Google play services. So I don't understand how is it possible to made non working version of the application.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"I know it is going to be the best AI app. So, giving it a 5 star just after the release.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Incredible AI Conversational I've been using the ChatGPT Android app for some time now, and I must say, it's an incredible AI language model that never fails to amaze me! The quality of responses is outstanding, and it feels like chatting with a knowledgeable friend. The app is user-friendly and straightforward to navigate, making it easy to have engaging conversations on a wide range of topics. I've used it for getting help with homework,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's chatgpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ok better,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dumb ai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
excellent.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is wonderful am short of words But I think it needs to be updated cus it is bringing result of 2021 and this is 2023 we will soon enter 2024 The distance is too much,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have never seen any ai like ChatGPT, here we ask, we learn, we create This is amazing keep improving. We are here to support you. Thank you OpenAI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
best of all,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WOW!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
helpful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
the best,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
best application,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it's very nice and I really recommend,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
it provides us all type meterial related study,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great for alot of things it's very fun to use and kill time,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I just love this app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Absolutely the best app chatgpt has produced so far. If there are other implementations to be added in the future, i can't wait to experience any. The level of AI is amazing",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
good app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Awsm app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1M Download,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
very good! ChatGPT help me make my speech!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There should be camera for scanning numerical problems for getting solutions instantly...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this is very useful and i love the way it responds no ads,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
this is very helpful app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
one of early user.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Best Application. I am Learning Many Informational Stuff from This Application,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Overrated!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Awesome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Very Good App.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"⭐⭐⭐⭐⭐ I am absolutely thrilled with ChatGPT! This AI is like a wizard of knowledge and creativity rolled into one. It responds with such intelligence and versatility that it feels like I have a real conversation partner. Whether I need information, writing assistance, or just a friendly chat, ChatGPT delivers every time. It has become an indispensable tool for me, and I can't imagine my digital life without it. Five stars all the way! 🌟🌟🌟🌟🌟 -BY CHATGPT",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This is my friend, my teacher, my assistant, adviser, all in all. Thanks Sam Altman! You've set your name high!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The app is so biased toward the state of Israel!!!! An app with a brainwash!!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Life is easy with Chatgpt 👽 I use it to write letters and Essays And Sometimes to learn Language...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I cannot log into my Google account. The error I get is ""Something went wrong. Please make sure your date and device..."" I checked my phone, everything works fine.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Easy to use,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Amazing! Thank you so much!! It's incredible and very helpful and inspirational.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
